Time,Open,High,Low,Close,Volume
1724638920,2730.01,2739.38,2729.68,2739.38,0
1724639220,2741.61,2741.61,2737.1,2737.59,0
1724639520,2737.67,2739.86,2733.77,2733.77,0
1724639820,2734.99,2737.89,2734.99,2735.03,0
1724640120,2735.21,2736.81,2733.61,2733.61,0
1724640420,2734.03,2738.39,2734.03,2738.18,0
1724640720,2738.77,2741.53,2738.77,2741.53,0
1724641020,2741.82,2741.82,2741,2741,0
1724641320,2743.12,2743.23,2740.49,2740.49,0
1724641620,2741.4,2741.4,2738.98,2739.82,0
1724641980,2741.21,2745.39,2741.21,2742.8,0
1724642280,2743.55,2744.99,2741.87,2743.69,0
1724642580,2744.2,2745.54,2743.97,2743.97,0
1724642880,2743.19,2744.79,2742.46,2744.79,0
1724643180,2743.92,2743.92,2741.96,2741.96,0
1724643480,2741.19,2742.75,2740.07,2741.97,0
1724643900,2742.04,2743.39,2741.47,2742.71,0
1724644200,2743.04,2744.34,2743.04,2743.6,0
1724644500,2744,2744.35,2743.57,2744.34,0
1724644800,2744.78,2747.36,2744.78,2747.36,0
1724645100,2746.97,2747.87,2745.52,2745.52,0
1724645460,2744.62,2744.62,2743.01,2743.01,0
1724645760,2742.81,2751.21,2742.81,2751.21,0
1724646180,2751.4,2751.4,2749.01,2749.01,0
1724646540,2749.37,2749.37,2748.05,2748.23,0
1724646840,2748.22,2748.92,2747.02,2748.92,0
1724647140,2749.4,2749.4,2746.65,2746.65,0
1724647440,2746.02,2747.39,2745.38,2747.18,0
1724647740,2747.36,2750,2747.36,2748.62,0
1724648100,2748.64,2751.92,2748.64,2751.35,0
1724648400,2750.01,2751.44,2749.77,2749.77,0
1724648700,2749.79,2750.8,2749.73,2750.8,0
1724649000,2750.9,2750.9,2748.61,2748.61,0
1724649300,2750.2,2750.2,2748.86,2750.17,0
1724649600,2748.02,2748.99,2747.32,2747.32,0
1724649900,2746,2746,2740.8,2743.29,0
1724650320,2744.39,2745.84,2744.39,2745.84,0
1724650620,2744.6,2745.91,2744.6,2744.62,0
1724650980,2746.2,2746.22,2744.07,2744.13,0
1724651280,2744.44,2746.67,2744.44,2746.07,0
1724651580,2745.33,2745.33,2743.58,2743.62,0
1724651940,2743.62,2745.8,2743.62,2745.11,0
1724652240,2742.52,2742.52,2740.87,2741.11,0
1724652540,2741.46,2741.46,2734.59,2734.59,0
1724652840,2734.76,2735.39,2733.88,2735.39,0
1724653200,2739.13,2739.4,2738.68,2739.1,0
1724653500,2740.26,2740.26,2737.55,2737.56,0
1724653800,2739.71,2742.98,2739.01,2742.98,0
1724654100,2741.57,2743.61,2740.91,2743.61,0
1724654400,2745.36,2746.31,2742.2,2743.79,0
1724654760,2745.08,2745.1,2735.05,2735.05,0
1724655060,2736.39,2740.59,2736.39,2738,0
1724655360,2736.22,2737.87,2736.22,2737.05,0
1724655660,2735.47,2735.91,2733.48,2733.48,0
1724655960,2733.84,2733.84,2729,2733.66,0
1724656260,2732.63,2739.7,2732.63,2739.7,0
1724656560,2741.04,2742.3,2740.27,2740.84,0
1724656860,2741.94,2741.94,2737.7,2740.53,0
1724657160,2740.65,2740.65,2738.7,2738.7,0
1724657460,2740.49,2742.18,2740,2740,0
1724657880,2739.23,2739.61,2736.08,2736.08,0
1724658180,2735.13,2736.08,2733.96,2733.96,0
1724658540,2733.92,2734.77,2733.92,2734.33,0
1724658840,2733.97,2733.99,2733.13,2733.13,0
1724659200,2731.62,2738.07,2731.62,2738.07,0
1724659500,2738.48,2740.81,2738.48,2740.81,0
1724659800,2740.54,2741.71,2740.54,2741,0
1724660160,2739.18,2742.99,2739.18,2741.76,0
1724660520,2741.2,2741.2,2739,2739,0
1724660820,2738.71,2740.03,2737.82,2740.03,0
1724661120,2740.03,2740.03,2735.96,2735.96,0
1724661420,2737.29,2738.02,2735.36,2735.36,0
1724661780,2734.5,2736.66,2733.83,2736.54,0
1724662200,2736.25,2737.31,2736.08,2736.09,0
1724662620,2736.31,2736.83,2735.37,2735.37,0
1724662920,2735.77,2735.77,2734.22,2735.09,0
1724663220,2734.75,2734.75,2733,2733,0
1724663520,2733.54,2733.54,2727.98,2727.98,0
1724663820,2728.19,2736.65,2728.19,2736.65,0
1724664120,2735.56,2735.56,2727.77,2727.77,0
1724664420,2728.09,2728.37,2724.89,2724.89,0
1724664720,2719.6,2729.8,2719.6,2729.8,0
1724665020,2730.12,2733.71,2730.12,2731.3,0
1724665320,2730.66,2732.12,2727.42,2732.12,0
1724665620,2729.75,2733.69,2729.75,2733.69,0
1724665920,2734.88,2735.99,2734.88,2735.78,0
1724666220,2737.84,2739.93,2737.84,2737.98,0
1724666520,2741.1,2741.68,2740.6,2741.5,0
1724666820,2741.8,2746.54,2741.8,2745.86,0
1724667120,2744.49,2745.01,2744.01,2744.01,0
1724667480,2745.33,2747.84,2745.13,2747.84,0
1724667780,2745.9,2747.1,2744.71,2744.71,0
1724668080,2745.05,2746.55,2744.29,2746.55,0
1724668380,2745.22,2745.22,2740.61,2740.61,0
1724668680,2743.6,2748.46,2743.6,2746.07,0
1724668980,2745.51,2745.51,2739.51,2739.51,0
1724669340,2738.37,2738.37,2737.45,2738.3,0
1724669640,2738.79,2738.79,2737.84,2738.51,0
1724669940,2737.19,2737.88,2735.47,2737.88,0
1724670240,2739.53,2739.64,2736.54,2737.53,0
1724670540,2739.24,2743,2739.24,2742.3,0
1724670840,2743.61,2743.61,2740.11,2740.39,0
1724671140,2739.11,2743.19,2739.11,2742.12,0
1724671440,2741.77,2745.97,2741.77,2744.92,0
1724671800,2746.33,2746.33,2743.68,2744.13,0
1724672100,2743.71,2743.97,2742.79,2743.44,0
1724672520,2742.22,2743.42,2740.41,2740.79,0
1724672820,2741.31,2741.32,2739.78,2741.32,0
1724673120,2740.6,2740.6,2738.93,2739.32,0
1724673420,2737.08,2739.62,2737.08,2739.62,0
1724673780,2737.21,2740.28,2737.21,2739.46,0
1724674080,2739.76,2741.53,2739.76,2741.53,0
1724674380,2742.46,2742.46,2738.62,2738.62,0
1724674680,2737.7,2739.34,2737.7,2738.3,0
1724674980,2737.6,2737.6,2735.5,2735.5,0
1724675280,2735.47,2735.47,2732.83,2732.83,0
1724675580,2731.54,2731.54,2726.59,2726.94,0
1724675880,2726.55,2727.72,2722,2722,0
1724676180,2725.43,2728.12,2724.4,2727.4,0
1724676480,2728.05,2728.05,2722.29,2723.43,0
1724676900,2727.59,2727.59,2725.93,2725.93,0
1724677200,2724.72,2724.72,2722.09,2723.52,0
1724677500,2728.23,2732.56,2728.23,2732.56,0
1724677800,2733.01,2735.37,2732.94,2732.94,0
1724678160,2732.82,2735.43,2732.82,2734.8,0
1724678460,2732.93,2732.93,2729.78,2729.78,0
1724678760,2732.1,2737.48,2732.1,2733.64,0
1724679060,2730.62,2736.15,2727.2,2727.2,0
1724679360,2729.13,2731.68,2725.66,2725.66,0
1724679660,2721.4,2721.79,2717.19,2717.19,0
1724679960,2717.78,2723.86,2717.78,2723.86,0
1724680320,2723.4,2723.4,2719.2,2722.4,0
1724680620,2725.8,2728,2725.57,2725.57,0
1724680920,2727.68,2731.14,2727.68,2731.14,0
1724681220,2729.78,2729.78,2716.63,2716.63,0
1724681520,2717.15,2717.95,2707.57,2708.84,0
1724681820,2712.69,2712.69,2708.98,2710.29,0
1724682120,2709.18,2720.65,2709.18,2720.22,0
1724682420,2718.57,2719.89,2715.14,2715.14,0
1724682720,2713.29,2715.38,2709.71,2709.71,0
1724683140,2709.71,2713.54,2709.71,2711.12,0
1724683440,2713.09,2721.1,2712.92,2721.1,0
1724683740,2719.81,2723.64,2719.7,2723.64,0
1724684040,2721.86,2723.98,2721.52,2723.98,0
1724684340,2725.6,2725.6,2723.1,2723.1,0
1724684640,2722.75,2722.75,2718.61,2718.61,0
1724684940,2719.89,2719.89,2712.8,2712.8,0
1724685240,2710.93,2710.93,2705.26,2709.98,0
1724685540,2711.87,2717.47,2711.87,2717.47,0
1724685840,2718.8,2719.17,2716.3,2719.17,0
1724686140,2720,2721.19,2719.19,2719.59,0
1724686440,2719.19,2721.12,2716.61,2721.12,0
1724686740,2719.62,2726.59,2719.62,2726.59,0
1724687040,2726.74,2727.27,2723.19,2725.4,0
1724687340,2728.27,2728.27,2725.59,2726.57,0
1724687640,2726.55,2726.55,2722.91,2722.91,0
1724687940,2721.69,2721.69,2718.15,2718.25,0
1724688240,2717.64,2721.36,2716.79,2721.36,0
1724688540,2720.44,2723.68,2719.09,2719.09,0
1724689020,2720.33,2720.33,2717,2718.1,0
1724689320,2719.75,2722.13,2719.75,2720.84,0
1724689620,2720.65,2720.95,2716.49,2716.49,0
1724689980,2718.39,2721.39,2718.39,2721.39,0
1724690280,2724.74,2726.81,2723.11,2726.81,0
1724690580,2728.94,2729.03,2728.08,2729.03,0
1724690940,2730.37,2730.37,2725.54,2725.54,0
1724691300,2727.14,2727.14,2725.81,2726.29,0
1724691600,2725.44,2728.99,2723.69,2728.99,0
1724691900,2729.91,2730.3,2725.93,2725.93,0
1724692260,2724.9,2724.9,2722.94,2724.17,0
1724692560,2725.66,2725.66,2721.26,2722.39,0
1724692860,2721.93,2725.6,2721.93,2725.33,0
1724693160,2725.93,2726.59,2723.28,2725.39,0
1724693460,2726.01,2726.66,2719.65,2719.65,0
1724693760,2716.81,2716.81,2707.28,2707.28,0
1724694060,2706.66,2708.47,2692.61,2692.61,0
1724694420,2693.01,2694.68,2692.81,2693,0
1724694720,2692.36,2694,2690.7,2692.03,0
1724695020,2695.51,2697,2693.81,2696.8,0
1724695320,2696.61,2696.61,2691.91,2692.76,0
1724695620,2689.37,2689.37,2680.75,2681.2,0
1724695920,2682.36,2688.2,2682.36,2682.55,0
1724696220,2680.62,2685.94,2680.62,2685.01,0
1724696520,2689.19,2695.55,2689.19,2693.24,0
1724696880,2694.96,2698.49,2694.75,2698.28,0
1724697180,2697.66,2701.73,2697.66,2699.51,0
1724697540,2702.53,2704.21,2701.7,2701.7,0
1724697840,2700.95,2700.95,2696.19,2696.19,0
1724698140,2697.36,2698.78,2696.45,2696.45,0
1724698440,2698.12,2698.8,2697.64,2697.71,0
1724698740,2697.77,2700.41,2697.77,2700.41,0
1724699040,2696.01,2696.01,2690.75,2692.76,0
1724699400,2694.21,2697.68,2694.21,2695.2,0
1724699700,2694.69,2694.69,2690.57,2692.14,0
1724700000,2694.56,2697.51,2692.2,2692.2,0
1724700300,2690.53,2690.86,2689.53,2690.16,0
1724700660,2692.07,2692.86,2691.34,2692.06,0
1724700960,2691.27,2691.37,2690.49,2690.5,0
1724701260,2687.61,2688.24,2683.85,2685.52,0
1724701560,2684.34,2684.92,2682.18,2684.92,0
1724701860,2685,2686.97,2681.47,2681.47,0
1724702160,2678.33,2681.15,2678.33,2680.55,0
1724702460,2681.53,2681.98,2679.1,2680.62,0
1724702760,2679.6,2679.6,2672.16,2675.87,0
1724703060,2676.27,2681.12,2675.63,2681.12,0
1724703420,2676.79,2683.17,2676.79,2683.17,0
1724703780,2683.53,2685.41,2683.31,2685.41,0
1724704080,2686.28,2686.9,2684.43,2686.9,0
1724704380,2688.45,2688.59,2686.1,2686.1,0
1724704680,2685.88,2689.99,2685.88,2689.99,0
1724704980,2689.61,2691.21,2689.07,2691.21,0
1724705280,2691.24,2692.51,2689.7,2689.7,0
1724705580,2688.59,2689.43,2687.53,2689.43,0
1724705940,2688.5,2688.64,2687.25,2687.25,0
1724706240,2687.5,2687.64,2685.17,2685.68,0
1724706540,2683.85,2683.85,2680.15,2680.15,0
1724706900,2676.79,2676.79,2673.19,2674.66,0
1724707200,2676.59,2676.59,2667.88,2674.93,0
1724707500,2672.1,2679.53,2672.1,2676.81,0
1724707800,2676.24,2682.28,2674.58,2682.28,0
1724708100,2680.86,2681.42,2680.21,2680.73,0
1724708400,2677.6,2681.56,2677.6,2679.22,0
1724708700,2680.8,2682.39,2680.27,2680.27,0
1724709000,2681.09,2686.97,2681.09,2686.97,0
1724709300,2687.01,2687.8,2685.54,2685.54,0
1724709600,2688.36,2690.49,2688.36,2688.95,0
1724709900,2690.91,2691.33,2686.03,2686.03,0
1724710200,2688.37,2689.99,2687.73,2689.99,0
1724710500,2688.6,2688.6,2686.16,2686.67,0
1724710860,2687.14,2689.19,2687.14,2687.43,0
1724711160,2689.3,2689.3,2687.6,2688.31,0
1724711460,2689.96,2689.96,2688.38,2689.78,0
1724711820,2689.09,2689.75,2685.49,2685.49,0
1724712180,2683.82,2687.7,2683.82,2686.86,0
1724712480,2686.59,2686.59,2683.46,2685.4,0
1724712780,2685.79,2689.85,2685.79,2687.98,0
1724713080,2687.08,2688.47,2684.68,2687.66,0
1724713380,2686.49,2687.13,2685.48,2685.48,0
1724713680,2685.49,2687.52,2685.49,2686.91,0
1724713980,2688.47,2690.43,2688.34,2690.43,0
1724714280,2691.07,2691.99,2689.9,2691.68,0
1724714580,2692.71,2692.71,2691,2691,0
1724714880,2690.63,2690.77,2689.57,2689.57,0
1724715180,2689.57,2690.44,2688.41,2688.41,0
1724715480,2687.72,2687.72,2686.57,2686.57,0
1724715780,2685.87,2686.79,2683.05,2683.05,0
1724716200,2682.5,2683.25,2681.46,2681.46,0
1724716500,2680.52,2681.83,2680.49,2680.49,0
1724716800,2681.13,2685.8,2680.84,2683.41,0
1724717100,2684.52,2686.2,2683.42,2685.63,0
1724717400,2685.6,2687.4,2684.79,2685.89,0
1724717700,2685.64,2688.04,2683.33,2688.04,0
1724718000,2689.22,2689.55,2687.79,2687.79,0
1724718360,2690.01,2690.01,2687.47,2688.4,0
1724718660,2686.29,2689.82,2686.29,2689.3,0
1724718960,2690.36,2693.24,2690.01,2690.01,0
1724719260,2691.54,2692.38,2691.48,2692.09,0
1724719560,2689.98,2690.5,2684.88,2684.88,0
1724719860,2682.01,2682.01,2674.51,2674.51,0
1724720280,2677.42,2682.15,2677.42,2682.15,0
1724720580,2685.43,2686.68,2685.43,2685.62,0
1724720880,2684.66,2684.66,2680.28,2684.66,0
1724721180,2684.49,2686.6,2681.42,2686.6,0
1724721480,2686.7,2689.2,2684.14,2689.2,0
1724721780,2688.56,2690.51,2688.56,2690.51,0
1724722080,2690.79,2692.9,2690.37,2692.9,0
1724722380,2692.32,2693.66,2688.68,2688.68,0
1724722740,2689.2,2689.2,2684.01,2684.73,0
1724723100,2682.91,2684.97,2682.91,2684.97,0
1724723400,2685.31,2686,2684.43,2686,0
1724723760,2685.6,2685.6,2678.53,2678.53,0
1724724060,2680.39,2682.41,2679.82,2679.82,0
1724724360,2681.8,2685.63,2681.8,2685.63,0
1724724660,2686.08,2688.8,2686.08,2688.8,0
1724724960,2687.75,2689.32,2686.81,2686.81,0
1724725260,2685.96,2686.5,2685.39,2685.61,0
1724725560,2685.75,2685.75,2684,2684,0
1724725860,2684.55,2685.58,2684.23,2685.58,0
1724726160,2686.26,2686.26,2683.61,2683.61,0
1724726460,2680.49,2680.49,2674.34,2674.34,0
1724726760,2672.58,2675.05,2672.58,2674.19,0
1724727060,2675.29,2679.19,2675.29,2679.19,0
1724727420,2678.51,2679.35,2675.18,2675.18,0
1724727720,2676.26,2676.26,2673.25,2674.79,0
1724728020,2671.61,2673.1,2669.51,2669.51,0
1724728320,2667.69,2673.64,2667.69,2673.31,0
1724728680,2672.45,2675.15,2672.45,2675.15,0
1724728980,2676.29,2678.77,2675.91,2678.77,0
1724729280,2680.01,2680.57,2678,2680.57,0
1724729580,2679.28,2682.2,2679.28,2682.2,0
1724729940,2680.95,2682,2680.68,2680.68,0
1724730240,2680.47,2683.76,2680.47,2682.14,0
1724730540,2683.16,2684.58,2683.16,2684.58,0
1724730840,2684.08,2685.88,2684.08,2684.65,0
1724731140,2685.27,2685.63,2683.73,2683.73,0
1724731500,2684.74,2688.39,2684.74,2688.39,0
1724731860,2689.32,2689.32,2685.62,2685.62,0
1724732160,2685.62,2685.96,2684,2684.99,0
1724732460,2683.78,2683.78,2682.83,2683.38,0
1724732760,2682.99,2682.99,2680.79,2680.79,0
1724733060,2680.92,2686.17,2680.92,2686.17,0
1724733360,2688.09,2688.09,2686.6,2687.33,0
1724733660,2688.17,2688.2,2686.8,2687.9,0
1724733960,2686.39,2688.1,2686.39,2688.1,0
1724734260,2688.12,2688.12,2686.25,2686.25,0
1724734560,2686.38,2687.78,2685.84,2687.78,0
1724734860,2687.84,2689.14,2687.79,2688.69,0
1724735160,2689.63,2690.76,2689.63,2690.76,0
1724735460,2690.19,2691.34,2689.49,2691.34,0
1724735760,2692.73,2694.6,2691.58,2694.6,0
1724736060,2694.2,2694.46,2693.01,2694.46,0
1724736360,2693.26,2694.56,2692.98,2693.4,0
1724736720,2694.18,2697,2694.18,2696.48,0
1724737140,2695.31,2698.48,2695.31,2698.48,0
1724737440,2698.38,2698.38,2696.22,2697.4,0
1724737800,2698.6,2698.86,2697.62,2698.86,0
1724738100,2699.59,2699.59,2693.96,2696.84,0
1724738400,2695.42,2695.42,2693.28,2694.77,0
1724738760,2694.99,2697.25,2694.99,2697.25,0
1724739120,2697.72,2698.44,2697,2697,0
1724739420,2695.81,2695.81,2693.56,2694,0
1724739720,2693.65,2693.65,2690.39,2690.39,0
1724740020,2690.5,2690.5,2686.37,2686.37,0
1724740320,2688.04,2688.04,2678.34,2680.21,0
1724740620,2677.2,2681.06,2677.2,2678.33,0
1724740980,2676.69,2679.11,2675.68,2679.11,0
1724741280,2678.64,2680.4,2678.64,2678.85,0
1724741580,2678.23,2678.62,2677.19,2677.19,0
1724741880,2677.9,2681.96,2677.9,2681.96,0
1724742180,2683.6,2684.98,2682.8,2684.98,0
1724742540,2686.01,2686.99,2685.17,2686.54,0
1724742840,2687.06,2687.06,2682.32,2683.31,0
1724743140,2684.3,2685.9,2684.3,2685.69,0
1724743440,2685.58,2689.61,2685.58,2689.61,0
1724743740,2688.33,2689.35,2687.74,2689.35,0
1724744040,2691.18,2692.57,2690.54,2690.54,0
1724744340,2689.57,2689.96,2684.01,2684.01,0
1724744700,2684.38,2687.13,2684.38,2687.13,0
1724745000,2687.52,2687.52,2685.93,2686.79,0
1724745300,2687.62,2687.9,2687.62,2687.9,0
1724745660,2689.99,2691.82,2689.56,2689.75,0
1724746020,2689.48,2689.48,2685.4,2685.4,0
1724746320,2684.26,2684.6,2681.31,2681.31,0
1724746680,2677.91,2680.4,2677.91,2679.18,0
1724746980,2679.61,2679.61,2676.42,2676.42,0
1724747280,2676.5,2678.01,2675.29,2675.29,0
1724747580,2678.01,2678.01,2675.83,2676.57,0
1724747880,2676.5,2679.09,2675.81,2675.81,0
1724748180,2677.55,2681.79,2677.55,2681.4,0
1724748480,2681.3,2682.8,2681.3,2681.42,0
1724748780,2682.38,2685.93,2682.38,2685.93,0
1724749080,2685.04,2685.04,2683.7,2684.39,0
1724749440,2685.98,2688.55,2685.62,2685.62,0
1724749740,2684.4,2684.7,2684.4,2684.7,0
1724750040,2687.19,2688.17,2687.19,2687.73,0
1724750400,2687.96,2687.96,2686.4,0,0
